Entity;Year;Maize Production (tonnes);Rice  Production ( tonnes);Yams  Production (tonnes);Wheat Production (tonnes);Tomatoes Production (tonnes);Tea  Production ( tonnes );Sweet potatoes  Production (tonnes);Sunflower seed  Production (tonnes);Sugar cane Production (tonnes);Soybeans  Production (tonnes);Rye  Production (tonnes);Potatoes  Production (tonnes);Oranges  Production (tonnes);Peas, dry Production ( tonnes);Palm oil  Production (tonnes);Grapes  Production (tonnes);Coffee, green Production ( tonnes);Cocoa beans Production (tonnes);Meat, chicken  Production (tonnes);Bananas  Production ( tonnes);Avocados Production (tonnes);Apples Production (tonnes)
Brazil;2011;55660236;1119625;2626866;32851612;272601;318;59782;2403;325302;80106;9673489;126089;1700;34113;5400;57472;21028;3403749;591724;87000;21800;4518
Brazil;2012;71072810;1259578;28192638;20549400;245299;319;49584;3520;329873;92231;7489504;130535;1800;39252;0;67632;28795;3303948;63082;89000;21700;2891
Brazil;2013;80273170;1321064;30676612;14042700;428165;225;35584;5182;353787;114056;9245214;134315;177771;37016;0;2800881;20112;3504013;6609;91000;35000;1050
Brazil;2014;79881620;1327288;30820175;11936700;237597;190;36087;3033;293524;119412;10946415;136342;175924;38688;0;3229802;27151;5040589;5836;92000;35700;1340
Brazil;2015;85283070;1474415;31872253;10474500;126462;169;3626021;1838;295289;121881;10586920;139341;180455;38063;0;379808;16826;5957886;754503;93000;37100;1638
Brazil;2016;64188310;1448151;32055556;12076100;212969;231;48613;2144;276966;1967;5972305;142407;17805;45725;0;396013;14807;5922063;558353;94000;37800;1219
Brazil;2017;97910660;15889875;261007;14616969;133188;182;36929;2340;330000;1826;7237747;133811;178143;54182;0;363020;22674;588766;332565;96000;39200;21902
Brazil;2018;82366530;14556038;23214873;11302725;134131;146;327467;2548;350000;1227;7094571;142118;178882;50088;0;339141;18973;620427;240023;98000;39900;2547
Brazil;2019;101126410;15684376;21260184;17978944;104234;199;3226151;2605;355000;826;8431383;143568;178358;47185;0;373134;21616;5221731;170008;100000;40700;224685
Brazil;2020;103963620;16304329;270392;15892965;114605;185;3186071;3111;366000;830;77505945;145018;45000;43607;0;406089;28684;6160653;123857;105000;41900;2506
Brazil;2021;88461944;14582478;33152784;19888224;103145;189;5093144;5161;334000;450;5533432;166772;48000;56987;0;421180;18410;6504251;159362;110000;43200;22593
Chile;1961;162810;2055000;70000;91391960;7400;82;1800;4940;32951948;891271;9378375;1170;16792445;15402;42000;33834424;11;6000;829618;0;857251;14274874
Chile;1962;180760;2120000;75000;87675540;7200;144;176286;4062;28982638;939372;8503360;1300;16740583;12898;42000;29016986;13;8500;838736;0;773825;19702324
Chile;1963;176020;2006845;80000;93135784;7300;249;178651;7034;28066158;1096873;82006545;1744;0;30805;42000;31853144;14;8000;807118;235000;7661473;17254122
Chile;1964;241520;1883956;80000;98593990;7200;314;1850;27195;30691496;1144260;8061134;1816;0;34183;45000;41589660;9;853553;805783;240000;10175926;17687432
Chile;1965;260000;1481182;95000;109636040;7100;363;184035;68784;32283922;1176682;6696477;1682;0;58500;418482;37612436;7;935349;959460;245000;871682;18367514
Chile;1966;285327;1659000;73000;110520300;6800;402;186828;95700;33740456;1031961;9102990;1190;0;72241;425406;32834008;5;103342;1113141;250000;7966353;7891520
Chile;1967;362200;0;73100;113740680;6500;444;189781;163500;34868836;1247340;9832050;1239;2;49861;447504;39526770;5;1146433;1178959;255000;7277458;11781286
Chile;1968;320810;0;114000;116365470;6500;463;19292;149300;37862280;1259803;8901621;1303;209;53650;438922;37112064;5;12724;1337328;260000;806993;10271698
Chile;1969;153792;0;95000;116302050;6000;375;196127;75000;38286030;1396897;309856;1869;2;82000;413677;33951690;5;146326;1439285;260000;8994847;10892902
Chile;1970;239052;0;90000;118766900;5700;468;199311;54000;38075710;1385661;244651;1847;2;81240;397449;30461552;5;1583688;1633475;270000;9597623;10012120
Chile;1971;258300;206908;95000;122464170;5000;373;202485;40970;37451660;2328277;227939;1930;2;59160;457707;34784590;5;1439783;1624812;266500;979768;10247575
Chile;1972;282990;230920;88635;123204664;4800;546;205594;34719;34769492;3228424;275263;2017;3;103743;511821;34189410;5;2500;1838783;278600;99530;12262437
Chile;1973;294016;236900;90000;127630560;4500;550;208591;50748;36244040;3165439;298792;2140;3;85837;524596;27408988;6;3300;2031628;293100;123470;10908776
Chile;1974;366300;122958;88000;133938270;400708;560;211428;2959939;37269150;3625409;251581;2210;3;148456;546779;29557562;8;4000;2174803;296100;128180;12471514
Chile;1975;328987;54970;90000;134610190;3500;1100;214058;3208165;37548400;3339428;229860;2314;3;132963;534257;30191372;8;2000;2327587;301700;152010;11714097
Chile;1976;247950;63999;44507;135465970;338714;1300;2200;3308708;38837644;29063462;239946;2370;29;142484;536090;27002154;8;2000;2446504;310500;0;10808245
Chile;1977;355320;72093;24218;132724296;3196;1223;2200;3370934;13863294;22131222;239048;2464;3;97347;537009;31838446;7;7030;2656646;312400;0;9659183
Chile;1978;256880;113749;24826;135152060;2557;1392;222396;3635221;11805114;16978282;157783;2696;3;103108;593720;27229510;8;6715;2738809;317600;0;12204808
Chile;1979;489270;224615;25434;135717400;2812;1608;228932;4911207;16199129;17921386;181727;2966;304;117595;634762;25890008;6;7322;2899851;318600;0;10371632
Chile;1980;405190;374523;26057;138731870;2446;2268;230523;4948005;22242754;16361119;173213;3058;3;146581;608890;25732270;6;4716;3090682;307800;200;12568117
Chile;1981;518150;353128;26696;74917990;2392;2896;232699;3086331;25812900;17409788;177580;3364;314;199854;585861;29274974;6;5062;3150851;339200;230;11853808
Chile;1982;425000;318016;27350;78990420;2400;3008;238245;2313942;23173570;21227975;176850;3878;3;170365;617311;26998772;8;5416;3289482;348400;220;9767027
Chile;1983;511550;335608;93199;58818540;3185;3630;233822;2409587;22472030;24234335;147212;4409;3;229954;598460;27157210;8;5283;3327479;358800;95;12002119
Chile;1984;721390;436627;102686;82892990;2762;3945;234922;1508206;21606200;22866682;157385;4400;3;197021;677913;29604918;8;6873;3397969;368800;65;12734377
Chile;1985;771776;446710;77855;72748170;3181;4269;235663;7640;20391320;19162422;144301;4562;339;182268;622885;29421968;9;3464;34612765;379600;300;12291618
Chile;1986;721289;451078;121638;110879250;3200;5202;71800;878471;22365958;21149515;138300;3751;365;239118;639623;27733020;9;6213;3569823;390000;400;9653952
Chile;1987;617244;455774;130780;91242776;313676;4565;76500;15865;23208216;20068008;92569;4250;387;274543;621928;25897612;9;3767;3605131;399100;350;14925106
Chile;1988;660855;457458;99985;106266824;3100;5893;74700;19087;25843792;18484009;140964;4300;409;251349;658931;26837446;4;4821;3680244;400600;742;12592984
Chile;1989;938464;425100;112722;93591230;3200;6884;77400;2147362;26774374;24736638;116210;4300;5;261038;697282;29534024;11;3162;3860331;402100;75;13682727
Chile;1990;823150;477834;125960;110641976;329082;5983;76600;4612536;27401396;30582762;117364;4500;45;270675;726724;26602070;13;4161;39918398;403000;75;12105586
Chile;1991;835723;460887;85500;114779700;351602;6171;77400;11603654;26538424;36060262;137961;4700;449;341255;738026;27179956;14;5240;4162612;403900;75;14676048
Chile;1992;911056;519752;187935;103713624;364127;8630;75000;14765522;27591644;25817752;193090;5100;469;393609;735956;24902282;9;3250;43226375;404790;75;11059265
Chile;1993;899496;517644;223876;126898330;374276;9791;78000;1373123;31381866;2738546;165817;529829;482;351059;808178;25360334;7;3345;45146695;405680;64;13938669
Chile;1994;937250;554760;268875;103357070;384423;9661;84000;17207177;31938392;33554225;172112;523081;489;343757;890060;25186818;5;3398;47082005;402800;70;12551606
Chile;1995;942223;524320;311519;83522616;391171;9916;87050;1922274;33497368;47899695;185513;525352;491;364918;877435;24270302;5;2628;4835585;407480;70;11751698
Chile;1996;931572;570517;0;117020860;377886;10602;91000;19941933;34072588;56796295;254956;534502;498;380002;905033;24975894;5;2381;49317275;408380;77;8203806
Chile;1997;880735;466039;0;112328160;380389;10551;95000;18629584;40616600;5395107;266654;7437;505;366953;906811;22409942;0;3145;212200;320799;14984;12230251
Chile;1998;943276;488857;0;140427460;379701;11807;83200;202898;47742380;59784465;231520;7249;513;39056356;907259;26156952;0;2247;166200;316959;16106;12390696
Chile;1999;624037;536381;0;104442150;377705;14085;75150;231020;41150176;8773175;222776;667701;1500;37623688;925299;24431588;0;1732;116600;317659;1459;10610879
Chile;2000;652019;473673;0;118249390;375077;15679;68660;298960;49023036;9519828;135687;7121;1500;38359512;966534;25442384;0;1560;76262;318361;9395;9802728
Chile;2001;778498;427617;0;99515656;372644;14999;74918;244700;61349260;10543379;113153;722513;1550;110000;887442;25217472;0;1307;56410;315000;1176;11493770
Chile;2002;924211;376328;2500;105635496;370853;16612;46801;225490;58723310;10721896;192969;731341;1600;111500;917620;22779678;0;1426;38701;312000;980;11579256
Chile;2003;1189729;185602;267241;99261580;860;17948;60678;263806;55185504;12130943;171300;721985;1650;113000;929291;27625580;0;1501;48997;312690;9955;10490130
Chile;2004;1320606;387600;2800;96756050;700;17000;43445;315662;58323396;11666502;98148;72528;1700;113800;935611;24217870;0;1712;54804;313380;9571;11222492
Chile;2005;1507766;396100;3804;100861656;1100;161288;51109;371180;58329250;10614904;152775;15803;1730;114900;896278;25999280;0;1492;60043;313880;141076;13929233
Chile;2006;1381894;572900;4107;115777304;630;164476;31981;306532;65434068;11587683;128836;16680;1750;117800;942081;24586240;0;2110;61974;313470;2347;12773975
Chile;2007;1122648;614200;2500;107955200;1000;164476;19410;237461;74588720;360517;80338;16979;1780;119600;925634;24487336;0;2000;63502;313970;1983;11958532
Chile;2008;1365408;441600;2000;113252130;650;164476;32062;378789;80647256;490919;86484;17629;1800;121600;1023105;33491912;0;1139;72951;314470;1256;11318225
Chile;2009;1345649;559000;1700;121784230;370;15409;52697;367197;70637110;458182;120988;18599;1830;123900;994857;28469800;0;1778;76107;314920;980;12323071
Chile;2010;13579209;552800;1500;136400960;455;60892;45149;355869;68032370;298814;95410;19453;1850;126400;1072034;32905564;0;1443;86581;315470;980;11148698
Chile;2011;1437561;601000;1300;103444456;205;164476;34667;412477;71901210;434958;67022;19782;1880;129400;1106906;32795712;0;1762;108135;315971;957;11221527
Chile;2012;1493292;692000;1250;89510504;80;161288;37694;532563;74187250;617689;125095;20700;1900;132400;11465579;31126874;0;2292;111667;316472;941;10123355
Chile;2013;1518545;715800;120582;92152730;81;164476;42461;881087;84446190;593824;107308;19269;1975;73500;11989512;31728716;0;1740;115220;316982;19258;11802728
Chile;2014;1186127;488900;106371;75153810;90;143086;38308;1120205;88868120;578589;98714;16052;2012;74200;13708922;32456264;0;1270;132409;36489728;25678;11713546
Chile;2015;15387552;367600;799;78252800;76;15295;35387;1154189;79679190;491046;81088;17357;3455;44730;1412495;30702248;0;1160;154597;42382584;2460;10313023
Chile;2016;1174487;434200;258;72636760;150;15295;44977;966139;72693530;701472;112493;22022;3242;46090;1414413;34223424;0;1593;166888;514420;2080;11121418
Chile;2017;10625888;439600;293;94436820;120;164476;52703;1506894;79464690;722023;72531;23240;2356;102090;1498318;30858716;0;611;199847;515371;2040;10430596
Chile;2018;11106078;436000;826;72126424;150;143086;31182;1328098;93530630;465764;78170;23556;2356;85940;15459936;29991248;0;1643;2035751;6606967;1100;11368991
Chile;2019;9731776;563600;1219;70304340;150;143086;38489;2300865;93428100;737845;75231;24094;2403;129010;16820936;39675028;0;984;20338631;813883;50;12646122
Chile;2020;592988;454400;272181;71100010;200;143086;4790828;3057359;92231450;768379;78840;24721;2427;237815;17715585;36904424;5;1321;2190717;803310;50;12319570
Chile;2021;79382175;566400;146579;102965304;200;164476;4173383;5000265;88792210;1158712;108500;25363;2213;147682;17523024;33648340;5;915;23075884;804591;50;12152076
Colombia;1961;757531;581410;16583595;6624868;14500;23684;50131885;631300;16656330;362962;30800;149356;176361;40828665;48992668;200000;11;1031;6261267;11401825;693569;6758
Colombia;1962;753900;721668;16149458;6844692;15000;1576;5385308;873000;17014272;332664;31400;154856;191416;33287118;430;180000;16;897;66724306;1145149;691896;7200
Colombia;1963;781593;730705;17654716;7177855;15500;1576;6267097;1194000;16470221;399749;26900;198290;180549;29916788;925;250294;18;824;6847994;11757099;708386;8090
Colombia;1964;968000;608329;17445302;8140960;16000;1998;6736441;1182000;15482170;610482;24300;200800;185404;3395621;2700;162500;1761;945;6957092;12092684;722423;7170
Colombia;1965;870755;576621;17329888;8274230;16500;2038;7383798;1350000;15708879;611577;22800;239380;18579;4307558;1035;227300;1755;1110;6802895;12334619;737127;7890
Colombia;1966;850000;644940;42918;7379000;20000;2038;80676415;1220000;15765213;442151;22100;272946;183914;5414360;2285;175800;1748;1172;445000;12628342;7350;2142000
Colombia;1967;850000;713821;49550;7977051;25000;1798;7075062;1260000;15550000;505978;20300;258274;185036;7348720;2300;150100;1742;1233;460000;16000;7900;5050000
Colombia;1968;886000;748986;49895;8522995;30000;1476;8497055;1250000;15780005;482587;18000;206706;184913;5200213;2300;120700;15;1204;470000;16000;8000;2581000
Colombia;1969;872500;778511;54791;7177399;29613;1576;83198905;890000;16055013;687938;20600;259387;55508;5246775;1885;159600;16;1763;480000;16000;811753;3424000
Colombia;1970;876800;780139;57479;8407126;38451;1476;8449697;943800;15903336;738366;20800;307268;60208;54934875;2010;144000;1684;1738;500000;16000;827171;3675000
Colombia;1971;818500;850228;63486;8795483;40000;1476;8892357;693600;15557508;1391336;18800;316473;61909;5901881;2700;222800;1714;2009;510000;16500;8500;2796000
Colombia;1972;806200;874690;74580;9460200;334501;1476;76592455;646400;15382211;2269418;22586;249663;64510;483328;2700;172600;16;1801;530000;16470;8750;3846000
Colombia;1973;739100;66398144;66306;8800000;30000;1476;8624491;679500;15823103;2083898;22800;276750;65200;542029;2800;214500;1769;1813;540000;16770;870352;3568000
Colombia;1974;791500;72363694;62556;9607736;2813506;1798;9848502;872600;15335972;2438216;20295;281660;63400;549787;2900;159200;1811;3191;564000;17100;8700;3377000
Colombia;1975;722600;899000;80825;9342538;2686379;8892;10671491;930400;10284350;2291517;19779;202680;63200;499421;3000;180800;20;3921;575000;17430;880159;3903000
Colombia;1976;883700;906000;122864;8421071;2603678;2434;11228558;1186700;12360553;18812502;20400;237553;87900;595041;3200;259900;20;3909;605000;17760;894959;2967000
Colombia;1977;752800;856724;127489;8348629;2509337;83314;12772363;1439000;895900;15026982;19000;264501;105625;615369;3400;293800;22;4816;645000;18120;909098;2553000
Colombia;1978;862200;905051;127650;8558807;23406;8383;16566054;1228000;1030000;10410183;20100;235245;121250;662351;3600;316900;20;5496;670000;18510;921492;3265000
Colombia;1979;870200;965250;131323;9101785;22069;8383;15810357;1463000;987700;12432186;12357;188334;110920;385411;3800;271600;2088;8632;710000;18900;908516;2757000
Colombia;1980;853560;919464;134254;9000000;22543;8383;16697616;1158000;1018900;12056679;10291;281642;134910;458106;3800;482500;2159;10284;730000;18500;913035;3104000
Colombia;1981;880000;934754;119566;5400;23026;788842;18702748;850700;1366000;12781419;8600;364958;142505;553302;3850;530300;2082;13137;784000;20000;914348;2497000
Colombia;1982;898500;1006394;124941;13520;34673;2087354;16865734;651000;1487500;16556649;9631;329946;166971;519571;4000;814600;211;17260;825000;20500;500;1687000
Colombia;1983;863800;16757;149767;9605;35401;2197404;18155854;517000;1560800;19111689;6940;206208;162360;377851;3400;970000;2117;19640;875000;17500;500;3100000
Colombia;1984;864312;15300;157169;7857;24578;788842;18904308;544000;1508700;15818245;7851;344208;141435;314999;3600;680000;2103;26502;905000;15500;500;2464000
Colombia;1985;762600;14000;132893;9635;25393;1185636;20154184;504000;1469000;13198801;7876;367853;161286;370464;3400;649200;211;33798;940000;16200;500;2902000
Colombia;1986;788100;12696;136410;31937;26235;2154152;84827736;434000;1587000;14688968;8590;345380;160397;373071;3500;819300;1100;34327;965000;16600;746;1437000
Colombia;1987;859600;9536;116978;27518;27101;4041296;90702960;296000;1991000;11907859;8953;329713;143246;311873;3500;816500;2500;50199;1010000;13300;565;1977000
Colombia;1988;907800;11764;130633;13776;27959;2154152;84033450;251000;2312000;9671993;10800;304600;144755;299922;3700;802800;1100;79335;1040000;10000;488;1965000
Colombia;1989;1043800;15291;149060;36490;28798;1719164;78577784;251380;2440000;11814811;11700;328700;153147;402951;3500;1335000;1100;110509;1068000;10000;941;2868000
Colombia;1990;1213300;21566;163763;4365;30180;3467642;94600370;221660;2953000;13083806;13926;313100;151279;429168;3182;1084900;1100;142347;1120000;6000;727;2349000
Colombia;1991;1273600;12767;165633;4755;31241;3218912;105985610;216290;3166000;13853362;143818;286200;153292;566661;3499;1006600;900;174899;1315000;4000;812;2738000
